1.9293;1.08014;3.4293;2.58014;-0,212684; 288
2.7;2.71666;3.075;3.09166;-0,215279; 146
1.13796;1.95826;2.63796;3.45826;-0,214939; 288
2.04322;1.01174;3.54322;2.51174;-0,214731; 288
1.45322;2.10937;2.45322;3.10937;-0,184436; 213
2.54939;2.07664;3.04939;2.57664;-0,18829; 142
2.71437;2.99578;2.71437;2.99578;-0,193921; 71
1.6544;1.93259;2.6544;2.93259;-0,183788; 213
1.60897;1.69836;3.10897;3.19836;-0,217115; 288
2.31876;2.61449;2.81876;3.11449;-0,207562; 146
3.15538;2.69873;3.15538;2.69873;-0,204014; 71
1.79305;1.14417;3.29305;2.64417;-0,209018; 288
2.47968;2.61665;2.97968;3.11665;-0,213563; 146
2.71251;2.08202;3.21251;2.58202;-0,201494; 142
2.46533;3.13913;2.46533;3.13913;-0,188204; 71
2.98813;1.16944;3.86313;2.04444;-0,215571; 217
2.84337;2.62257;3.09337;2.87257;-0,208907; 146
1.4622;1.11149;2.9622;2.61149;-0,182955; 284
2.53427;2.49889;3.03427;2.99889;-0,21145; 146
3.16814;2.27416;3.16814;2.27416;-0,176331; 71
1.33324;2.10604;2.33324;3.10604;-0,174176; 213
3.0098;2.3879;3.3848;2.7629;-0,21553; 146
1.36903;2.04974;2.36903;3.04974;-0,17078; 209
2.30258;1.04262;3.30258;2.04262;-0,173949; 213
1.47073;1.99709;2.47073;2.99709;-0,174094; 213
3.16144;1.57219;3.66144;2.07219;-0,207993; 142
1.4706;2.18654;2.4706;3.18654;-0,192801; 213
2.99839;1.1103;3.87339;1.9853;-0,215035; 213
3.11802;1.18945;3.61802;1.68945;-0,188386; 142
1.11731;1.87173;2.61731;3.37173;-0,211563; 288
1.71147;2.5437;2.71147;3.5437;-0,217126; 217
2.82957;1.10255;3.82957;2.10255;-0,215517; 217
2.1335;2.67983;2.6335;3.17983;-0,202111; 142
2.41667;2.76473;2.91667;3.26473;-0,215759; 146
2.48512;3.10271;2.48512;3.10271;-0,186251; 71
2.30127;2.26407;2.80127;2.76407;-0,18118; 142
1.65842;1.40738;3.15842;2.90738;-0,212743; 288
1.76579;2.48586;2.76579;3.48586;-0,217026; 217
2.6622;1.41203;3.6622;2.41203;-0,215941; 217
2.75411;1.12415;3.75411;2.12415;-0,213626; 217
3.05749;2.11486;3.55749;2.61486;-0,21656; 146
2.49542;2.60643;2.99542;3.10643;-0,213706; 146
2.13227;2.64942;2.63227;3.14942;-0,199998; 142
2.96104;2.49968;3.21104;2.74968;-0,209277; 148
1.72366;1.06396;3.22366;2.56396;-0,201272; 284
2.56647;1.18818;3.56647;2.18818;-0,206427; 213
2.72946;2.53461;3.22946;3.03461;-0,216814; 146
1.70451;1.03621;3.20451;2.53621;-0,198342; 284
2.50101;2.14082;3.00101;2.64082;-0,188909; 142
1.59564;1.85866;2.59564;2.85866;-0,170704; 209
2.39069;2.7426;2.89069;3.2426;-0,214759; 146
1.60978;1.2842;3.10978;2.7842;-0,205689; 288
2.22573;1.81098;3.22573;2.81098;-0,212077; 217
1.183;2.06441;2.683;3.56441;-0,217121; 288
1.67638;1.34122;3.17638;2.84122;-0,211217; 288
1.85461;2.37748;2.85461;3.37748;-0,216678; 217
2.01726;1.4808;3.01726;2.4808;-0,177216; 213
2.15358;1.19598;3.40358;2.44598;-0,206925; 288
1.91891;1.01831;3.41891;2.51831;-0,210378; 288
1.59953;1.2538;3.09953;2.7538;-0,203544; 288
1.48748;2.97301;1.98748;3.47301;-0,189373; 142
2.27647;1.77117;3.27647;2.77117;-0,21267; 217
2.87086;2.58572;3.12086;2.83572;-0,208613; 146
2.20154;3.08381;2.70154;3.58381;-0,21723; 146
1.25698;2.9281;2.13198;3.8031;-0,215262; 217
1.77826;1.78665;2.77826;2.78665;-0,181129; 213
2.25097;3.05173;2.75097;3.55173;-0,217234; 146
1.58247;1.19361;3.08247;2.69361;-0,198984; 284
2.58123;2.30519;3.08123;2.80519;-0,205158; 146
1.34352;3.07273;1.84352;3.57273;-0,191509; 142
3.05534;1.78954;3.55534;2.28954;-0,209355; 142
1.51538;1.19386;3.01538;2.69386;-0,194011; 284
2.17746;1.09433;3.64621;2.56308;-0,217088; 288
3.05743;2.91063;3.05743;2.91063;-0,2089; 75
1.79215;1.19023;3.29215;2.69023;-0,210671; 288
2.56322;3.07959;2.56322;3.07959;-0,189978; 71
1.04562;2.31838;2.04562;3.31838;-0,176101; 213
1.44336;2.86366;2.19336;3.61366;-0,209262; 215
1.13875;2.44404;2.13875;3.44404;-0,19512; 213
2.01436;1.94491;3.01436;2.94491;-0,208445; 217
3.06066;1.21168;3.56066;1.71168;-0,183177; 142
3.13428;1.78555;3.63428;2.28555;-0,21276; 146
2.98292;2.14568;3.48292;2.64568;-0,215654; 146
2.74911;1.36116;3.74911;2.36116;-0,216802; 217
1.94076;1.44954;3.31576;2.82454;-0,215134; 288
1.0778;2.45321;2.0778;3.45321;-0,192586; 213
2.7706;1.86896;3.2706;2.36896;-0,193479; 142
1.30218;2.40253;2.30218;3.40253;-0,200321; 213
1.07586;1.96614;2.57586;3.46614;-0,213829; 288
1.95805;1.38272;3.4268;2.85147;-0,217097; 288
2.99385;1.84915;3.49385;2.34915;-0,20819; 142
2.19098;2.46213;2.69098;2.96213;-0,189426; 142
1.63752;2.14472;2.63752;3.14472;-0,199977; 213
1.13452;3.0008;2.00952;3.8758;-0,215432; 217
1.9458;3.15332;2.4458;3.65332;-0,216198; 146
1.63045;1.09429;3.13045;2.59429;-0,196298; 284
2.73861;1.74825;3.23861;2.24825;-0,182114; 142
1.17432;3.00245;1.92432;3.75245;-0,208634; 213
1.67805;2.4928;2.67805;3.4928;-0,2163; 217
1.9995;2.78263;2.4995;3.28263;-0,20187; 142
